ΑΝΤ/292/12,Αντλίες παλινδρομικές,αντλιες-σκαφων-90.jpg,Dc,12v,Παροχή,18 liters/min,Έξοδος,19mm,,,,
ΑΝΤ/292/24,Αντλίες παλινδρομικές,αντλιες-σκαφων-90.jpg,Dc,24v,Παροχή,18 liters/min,Έξοδος,19mm,,,,
ΑΝΤ/SEAFLO/12,Αντλίες πρεσσοστατικες,αντλιες-σκαφων-66.jpg,Dc,12v,Παροχή,12.5 liters/min,Πίεση,2 bar,Έξοδος,12mm,,
ΑΝΤ/40/12,Αντλίες πρεσσοστατικες,αντλιες-σκαφων-70.jpg,Dc,12v,Παροχή,17.5 liters/min,Πίεση,2 bar,Έξοδος,12mm,,
ΑΝΤ/9121/12,Αντλίες πρεσσοστατικες,αντλιες-σκαφων-68.jpg,Dc,12v,Παροχή,2.5 liters/min,Έξοδος,8mm,,,,
ΑΝΤ/40/24,Αντλίες πρεσσοστατικες,αντλιες-σκαφων-70.jpg,Dc,24v,Παροχή,17.5 liters/min,Πίεση,2 bar,Έξοδος,12mm,,
ΑΝΤ/66015,Αντλίες πρεσσοστατικες,αντλιες-σκαφων-63.jpeg,Dc,12/24v,Παροχή,10 liters/min,Πίεση,2 bar,Έξοδος,10mm,,
ΑΝΤ/62012,Αντλίες πρεσσοστατικες,αντλιεςσ-σκαφων-72.jpg,Dc,12v,Παροχή,26 liters/min,Πίεση,2 bar,Έξοδος,12mm,,
ΑΝΤ/62013,Αντλίες πρεσσοστατικες,αντλιεςσ-σκαφων-72.jpg,Dc,24v,Παροχή,26 liters/min,Πίεση,2 bar,Έξοδος,12mm,,
ΑΝΤ/5806/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-13.jpg,Παροχή,1000 gal/h,Έξοδος,28.5mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/6207/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-14.jpg,Παροχή,1500 gal/h,Έξοδος,28.5mm,Dc,12volt,Ύψος,4 m,,
ΑΝΤ/6208/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-15.jpg,Παροχή,2000 gal/h,Έξοδος,28.5mm,Dc,12volt,Ύψος,4 m,,
ΑΝΤ/6928/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-16.jpg,Παροχή,3000 gal/h,Έξοδος,32mm,Dc,12volt,Ύψος,5 m,,
ΑΝΤ/6307/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-17.jpg,Παροχή,3100 gal/h,Έξοδος,40mm,Dc,12volt,Ύψος,8 m,,
ΑΝΤ/6308/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-20.jpg,Παροχή,3500 gal/h,Έξοδος,40mm,Dc,12volt,Ύψος,8 m,,
ΑΝΤ/6309/12,Αντλίες σεντίνας  D-pump ,αντλια-σεντινας-18.jpg,Παροχή,3700 gal/h,Έξοδος,40mm,Dc,12 volt,Ύψος,8 m,,
ΑΝΤ/6918/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-21.jpg,Παροχή,4700 gal/h,Έξοδος,50mm,Dc,12volt,Ύψος,8 m,,
ΑΝΤ/7102/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-26.jpg,Παροχή,1100 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/7101/12,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-25-2.jpg,Παροχή,550 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/5806/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-13.jpg,Παροχή,1000 gal/h,Έξοδος,28.5mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/6207/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-14.jpg,Παροχή,1500 gal/h,Έξοδος,28.5mm,Dc,24volt,Ύψος,4 m,,
ΑΝΤ/6208/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-15.jpg,Παροχή,2000 gal/h,Έξοδος,28.5mm,Dc,24volt,Ύψος,4 m,,
ΑΝΤ/6928/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-16.jpg,Παροχή,3000 gal/h,Έξοδος,32mm,Dc,24volt,Ύψος,5 m,,
ΑΝΤ/6307/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-17.jpg,Παροχή,3100 gal/h,Έξοδος,40mm,Dc,24volt,Ύψος,8 m,,
ΑΝΤ/6308/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-20.jpg,Παροχή,3500 gal/h,Έξοδος,40mm,Dc,24volt,Ύψος,8 m,,
ΑΝΤ/6309/24,Αντλίες σεντίνας  D-pump ,αντλια-σεντινας-18.jpg,Παροχή,3700 gal/h,Έξοδος,40mm,Dc,24 volt,Ύψος,8 m,,
ΑΝΤ/6918/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-21.jpg,Παροχή,4700 gal/h,Έξοδος,50mm,Dc,24volt,Ύψος,8 m,,
ΑΝΤ/7102/24,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-26.jpg,Παροχή,1100 gal/h,Έξοδος,29mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/71012mm4,Αντλίες σεντίνας  D-pump ,αντλιες-σκαφων-25-2.jpg,Παροχή,550 gal/h,Έξοδος,29mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/2302/12,Αντλίες σεντίνας D-pump,αντλιες-σκαφων-77.jpg,Παροχή,85 λίτρα/λέπτο,Έξοδος,29mm,Dc,12 volt,Ύψος,8 m,,
ΑΝΤ/7501/12,Αντλίες σεντίνας D-pump,αντλιες-σκαφων-12.jpg,Παροχή,500 gal/h,Έξοδος,20mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/75012mm4,Αντλίες σεντίνας D-pump,αντλιες-σκαφων-12.jpg,Παροχή,500 gal/h,Έξοδος,20mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/R/1000,Αντλίες σεντίνας rule ,αντλιες-σκαφων-31.jpg,Παροχή,1000 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,5 m,,
ΑΝΤ/R/1100,Αντλίες σεντίνας rule ,αντλιες-σκαφων-32.jpg,Παροχή,1100 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,5 m,,
ΑΝΤ/R/1500/12,Αντλίες σεντίνας rule ,αντλιες-σκαφων-33.jpg,Παροχή,1500 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,6 m,,
ΑΝΤ/R/2000/12,Αντλίες σεντίνας rule ,αντλιες-σκαφων-34.jpg,Παροχή,2000 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,6 m,,
ΑΝΤ/R/360,Αντλίες σεντίνας rule ,αντλιες-σκαφων-27.jpg,Παροχή,360 gal/h,Έξοδος,19mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/R/500/12,Αντλίες σεντίνας rule ,αντλιες-σκαφων-28.jpg,Παροχή,500 gal/h,Έξοδος,19mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/R/800,Αντλίες σεντίνας rule ,αντλιες-σκαφων-30.jpg,Παροχή,800 gal/h,Έξοδος,19mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/R/1100/24,Αντλίες σεντίνας rule ,αντλιες-σκαφων-32.jpg,Παροχή,1100 gal/h,Έξοδος,29mm,Dc,24 volt,Ύψος,5 m,,
ΑΝΤ/R/1500/24,Αντλίες σεντίνας rule ,αντλιες-σκαφων-33.jpg,Παροχή,1500 gal/h,Έξοδος,29mm,Dc,24 volt,Ύψος,6 m,,
ΑΝΤ/R/2000/24,Αντλίες σεντίνας rule ,αντλιες-σκαφων-34.jpg,Παροχή,2000 gal/h,Έξοδος,29mm,Dc,24 volt,Ύψος,6 m,,
ΑΝΤ/R/500/24,Αντλίες σεντίνας rule ,αντλιες-σκαφων-28.jpg,Παροχή,500 gal/h,Έξοδος,19mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/ΜΑ/1000/24,Αντλίες σεντίνας TMC,αντλιες-σκαφων-3.jpg,Παροχή,1000 gal/h,Έξοδος,29.5 mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/ΜΑ/1000/12,Αντλίες σεντίνας TMC,αντλιες-σκαφων-3.jpg,Παροχή,1000 gal/h,Έξοδος,29.5 mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/ΜΑ/500/12,Αντλίες σεντίνας TMC,αντλιες-σκαφων-1.jpg,Παροχή,500 gal/h,Έξοδος,20 mm,Dc,12 volt,Ύψος,3 m,,
ΑΝΤ/ΜΑ/2000/12,Αντλίες σεντίνας TMC,αντλιες-σκαφων-5-1.jpg,Παροχή,2000 gal/h,Έξοδος,32 mm,Dc,12 volt,Ύψος,3 m,,
ΑΝΤ/ΜΑ/2000/24,Αντλίες σεντίνας TMC,αντλιες-σκαφων-5.jpg,Παροχή,2000 gal/h,Έξοδος,32 mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/ΜΑ/500/24,Αντλίες σεντίνας TMC,αντλιες-σκαφων-1.jpg,Παροχή,500 gal/h,Έξοδος,20 mm,Dc,24 volt,Ύψος,3 m,,
ΑΝΤ/10097/12,Αντλίες σεντίνας TMC με έξοδο από πάνω,αντλιες-σκαφων-10-1.jpg,Παροχή,2500 gal/h,Έξοδος,32mm,Dc,12 volt,Ύψος,5 m,,
ΑΝΤ/10095/24,Αντλίες σεντίνας TMC με έξοδο από πάνω,αντλιες-σκαφων-8.jpg,Παροχή,1000 gal/h,Έξοδος,20mm,Dc,24 volt,Ύψος,5 m,,
ΑΝΤ/10097/24,Αντλίες σεντίνας TMC με έξοδο από πάνω,αντλιες-σκαφων-10-1.jpg,Παροχή,2500 gal/h,Έξοδος,32mm,Dc,24 volt,Ύψος,5 m,,
ΑΝΤ/ΑΥΤ/1105Α,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-40.jpg,Παροχή,500 gal/h,Έξοδος,19mm ίσια και γωνιακή,Dc,12 volt,Ύψος,3 m,,
ΑΝΤ/ΣΑΧ/750/12,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-36.jpg,Παροχή,750 gal/h,Έξοδος,19mm,Dc,12 volt,Ύψος,3 m,,
ΑΝΤ/ΑΥΤ/R/500,Αντλίες σεντινας αυτόματες ,αντλιεσ-σκαφων-41.jpg,Παροχή,500 gal/h,Έξοδος,19mm ίσια και γωνιακή,Dc,12 volt,Ύψος,3 m,,
ΑΝΤ/ΑΥΤ/1000/12,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-38.jpg,Παροχή,1000 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/ΑΥΤ/1500/12,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-39.jpg,Παροχή,1500 gal/h,Έξοδος,29mm,Dc,12 volt,Ύψος,4 m,,
ΑΝΤ/ΑΥΤ/500/12,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-37.jpg,Παροχή,500 gal/h,Έξοδος,19mm,Dc,12 volt,Ύψος,3 m,,
ΑΝΤ/ΑΥΤ/600/12,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-41.jpg,Παροχή,600 gal/h,Έξοδος,29mm ίσια και γωνιακή,Dc,12 volt,Ύψος,3 m,,
ΑΝΤ/ΑΥΤ/1000/24,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-38.jpg,Παροχή,1000 gal/h,Έξοδος,29mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/ΑΥΤ/1500/24,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-39.jpg,Παροχή,1500 gal/h,Έξοδος,29mm,Dc,24 volt,Ύψος,4 m,,
ΑΝΤ/ΑΥΤ/500/24,Αντλίες σεντινας αυτόματες ,αντλιες-σκαφων-37.jpg,Παροχή,500 gal/h,Έξοδος,19mm,Dc,24 volt,Ύψος,3 m,,
ΑΝΤ/ΧΕΙ/100,Αντλίες σεντίνας χειροκίνητες,αντλιες-χειρος-νερου.jpg,Μήκος,1 μέτρο,,,,,,,,
ΑΝΤ/18532,Αντλίες σεντίνας χειροκίνητες,αντλιες-χειρος-νερου.-2jpg.jpg,Μήκος,60 cm,,,,,,,,
ΑΝΤ/ΧΕΙΡ/18510,Αντλίες σεντίνας χειροκίνητες,αντλιες-σκαφων-96.jpg,Παροχή,12 gal/h,Είδοδος/έξοδος,25mm,,,,,,
